Gene,t_0m_total_readcount_donor1_rep1,t_15m_total_readcount_donor1_rep1,t_30m_total_readcount_donor1_rep1,t_60m_total_readcount_donor1_rep1,t_90m_total_readcount_donor1_rep1,t_105m_total_readcount_donor1_rep1,t_120m_total_readcount_donor1_rep1,t_0m_total_readcount_donor1_rep2,t_15m_total_readcount_donor1_rep2,t_30m_total_readcount_donor1_rep2,t_60m_total_readcount_donor1_rep2,t_90m_total_readcount_donor1_rep2,t_105m_total_readcount_donor1_rep2,t_120m_total_readcount_donor1_rep2
ENSG00000154263,81,43,39,34.5,49,75,19,50,44,18,46,108.5,47,61
ENSG00000167281,45,78,36,69,34,32,24,44,39,186,61,70,27,44
ENSG00000141570,147,127,109,120,41,64,59,119,92,274,55,73,50,96
ENSG00000141582,13958.5,11997.5,13321.3333,9820.5,11646.5,22451.5,19503.3333,9736.5,12888,25547,9092.5,16137.25,18375.8333,27478.25
ENSG00000167291,4161.5,4233,5037,4362.5,5936.3333,9495.5,7047.5,3609,3422.5,8259.5,3096,7833.5,7075.8333,8182.5
ENSG00000141543,5182.8333,4729.3333,4511.3333,4038,3840,4793.6667,3678.8333,4339,4024.5,4513.1667,4107.1667,5257.5833,3592.5,5543.4167
ENSG00000079101,1,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000176890,431,365,408,231,340,229,192,299,426,304.5,206,311,238,364
ENSG00000141433,0,0,1,0,0,0,0,1,0,0,0,0,0,0
ENSG00000080986,151,144,141,72,61,56,57,126,133,91,81,65,66,61
ENSG00000101596,16224.5,14396.5,15362,8882.5,10777,10389.5,8851.5,12672,15272.5,7446,10889,10333.3333,10557.3333,12995
ENSG00000125454,3801,3355.5,3612,1900.5,1581.5,1951.5,1637.5,2510,3003,3456.5,1638,1584,1690.25,2087
ENSG00000177885,52455.3333,46395.1667,52587,36186.5,38105.6667,46761.3333,38166.5,39222,47132.5,63614.9167,33398.5,44083,41249.5,52272
ENSG00000177303,747,746,921,563,267,424,334,559,683,1778,368,323,323,435
ENSG00000108469,3567.5,3175,3442.5,2403,2264,2916.5,2444,2618,2901.5,6162,2216,2550,2395.5,3039
ENSG00000275722,0,1,0,0,0,0,0,0,0,0,0,6,0,0
ENSG00000275152,45,48,56,78,65,75,95,44,61,116,75,84,82,136
ENSG00000154265,1830,1520,1600,1138,1678,1519,1148,1693.5,1504,503,1408.5,1859,1640,1931
ENSG00000133195,3197.5,3296.5,2965.5,3048.5,2764,3112.5,2278,3640,2846.25,3987,3482.5,4561.5,2603.5,3417.5
ENSG00000133193,4842,3664,4387,2297,3219,3570,3288,2742,4319.5,2495,2513.5,3163,3441,4604
ENSG00000187959,7,7,6,1,4,13,2,0,3,0,4,5,6,11
ENSG00000179604,1020,938,1094,1206,1889,3084,2363,907,881,1956,923,2371,2284,3394
ENSG00000181523,5503.3333,4791.6667,5058,3856,3751.1667,4888.8333,4424,4135.6667,4128,8362.5,3122,4010,3912.3333,5076.6667
ENSG00000171246,4,0,2,0,0,0,1,1,2,10,0,2,5,2
ENSG00000181409,523,699.5,822.5,726.5,615,1029,865,600,522,2503,581,821,617,844
ENSG00000141577,237,263,293,184,151,215.5,166,173,231,692,167,279,181,235
ENSG00000167302,2201.5,2472,2478.5,2116.5,1490.5,2374,2008.5,2058.5,1950,6531.5,1483.5,2179,1727.5,2634.5
ENSG00000198265,24493,20626,24872,12663.5,19599.5,20197,17960,14498.5,23162,9680.6667,14618,16796.5,19297.3333,24737.5
ENSG00000197170,5901.5,5333,5547,3336,4939.5,4925,3950,4963,6475,4058,4195,5765.5,5408,6778
ENSG00000186665,1746,1613.5,1621,1271.5,1391,1721,1373.5,1236,1292,1834.5,1111,1446.3333,1469.5,2167
ENSG00000108932,1147,1013.5,1246.8333,771,1111.5,1045.5,750,811.8333,1038,434,795,1272.25,1029,977
ENSG00000070540,2823.3333,2066,2348,1430,2038,2458,1690,1480.5,2068,1594,1436,1997,2127,2484.5
ENSG00000108479,1076,972,884,798,463,753.5,740,856,808,1461,577,710,527,782
ENSG00000088756,2,0,0,0,2,2,2,0,0,2,0,2,2,10
ENSG00000173482,921.5,700.5,844.5,457,679,764,710,483,666,603,465,656,740,891
ENSG00000206418,19745,15785,17224.6667,13631,21216.5,21014,18763.5,12913.5,19471.5,12250,14928,22481.5,23491,31145
ENSG00000168502,41,44,33,19,24,63,36,29,45,88,26,30,22,31
ENSG00000141404,425,303,330,145,285,223,276,311,365,234,239,222,266,381
ENSG00000255112,6878,6467,6752,5139.5,6428,7297,5232.5,5528.25,6270,5178.5,5269,7429,6775,8617.3333
ENSG00000141401,119.5,122,128,92,73,141,85,101,120,83,78,112,98,94.5
ENSG00000181626,0,0,0,1,0,0,0,1,0,0,2,0,0,0
ENSG00000176194,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
ENSG00000261371,10707.5,8053.5,9260.5,4911.5,6190,6448.5,5733,5509.5,8139,5877,4885.5,4696.5,5732,7620.5
ENSG00000256525,1612,1223,1337,688,641.3333,725,655.5,1137,1522.5,1137,789,785,652,902
ENSG00000108654,110831.5,99378.5,108809.5,81098,102804.1667,110670,93403.5,94325,93477.1667,61495.5,92784.5,121629.3333,109531.8333,139483.8333
ENSG00000108854,7169,5938,6780.3333,4052,5151,5192.5,4499,5039.5,6781.5,4586,4897,5790,5213.75,7108.5
ENSG00000176809,1601.4333,1154.6341,1242.6079,582.0286,969.9333,922.9595,878.6468,832.7214,1220.8333,998.7548,589.6833,647.2786,861.6357,1255.8643
ENSG00000141522,26255,30579,29757,24810.3333,19161.5,36489,28979.5,20395.3333,25089,59975.5,17763,25219.5,24806.1667,35225
ENSG00000183684,3803.5,2909.5,3356,2312.5,2631.5,3474.5,2812.5,2399,3054.5,4345,1848.5,3146,2856,4088.5
ENSG00000141384,522,449,383,347,405,537,399,317,354,314,359,432,350,400
ENSG00000161542,3697,3598,3684.5,2313.5,2759,3082.5,2429,2981.6,3331,4013,2243,2870,2860.5,3648.3333
ENSG00000175931,3802,4160,4491.5,2870.5,2236,3016,2499.5,2911.75,3336,7058.6667,2124,2334,2020,2677.5
ENSG00000129667,41014,40525.3333,45451.5,33407.5,30529,45290,37098.3333,30409.5,36316.3333,86831.6905,24774.5,34259.5,33915.5,47208
ENSG00000161544,138,111,150,96,92,108,92,77,120,171,69,126,88,102
ENSG00000284526,793.5,639,855,411.5,805.5,676.5,571.5,576.5,778,1025.5,547.5,804,789.5,1020
ENSG00000167088,1526,1382,1523.3333,963.1667,1330,1373,1066,1486.5,1789,1596,1223,2002,1501,2136
ENSG00000101752,4043,4016.8333,3820.5,3323.5,3399.8333,3619,2980.5,4282.5,3811.5,3042,3707,4589,3390.5,4239
ENSG00000141448,1,0,3,0,1,2,8,0,1,9,1,7,6,2
ENSG00000101773,1082.5,797,815,542,1541.5,1561,1187,583,879,439,746,1231,1578,1934
ENSG00000134508,25,24,35,18,30,14,12,12,21,25,16,13,15,17
ENSG00000141469,6,4,10,5,2,0,0,2,3,8,0,4,13,0
ENSG00000197046,1076.5,1084,1223,943,1003,1415,1057,874,933,2188,619,968,1117,1239
ENSG00000152240,801,789,697,524,536,639,387,728,676,467,728,1033.5,655,832
ENSG00000152242,4954.3333,4678,4874.3333,3622.5,4594.3333,4498.5,4155.3333,4072.3333,4426.5,2697.25,3879.5,5017.6667,4492,5623.1667
ENSG00000141622,17,34,39,18,19,22,29,18,35,75,65,38,28,16
ENSG00000134758,1318,1232,1313,967.5,1033,894,819,1303,1374,700,920,1272,1111.6667,1224
ENSG00000141434,1,2,0,4,1,0,0,0,2,0,8,0,3,4
ENSG00000134769,352,243,289,204,318,253,231,186,257.5,78.8571,148,281,229,298
ENSG00000166974,4291,3079.8333,3835.3333,1868.6667,3192,3344,3135.5,2080.5,3644,1829,2039.5,2728,3498,3930.3333
ENSG00000055483,7228.5,5537.5,6536.5,4627,5075,5980.5,4684,4590.8333,5260.5,9250.5,3966,5457,4576,5996.5
ENSG00000035862,21732.5,18507,22400.5,14378,16998.3333,21479.6667,17225,12607.5,19710,29743.5,12915.8333,16285.5,18280,22943
ENSG00000178404,706,469.5,431,120,221,309,244,620,531,952,98,319,281,388
ENSG00000108679,32555,29034,32898.3333,26242.5,22303,29665.5,26377.5,21320.75,25056,50759.1667,17549.6667,19866.5,19384.5,28875.8333
ENSG00000171302,14966,14146,15751,13727,13739,18832.5,15565,11557.5,11956.5,22638.5,11217,16171,14319.5,18842.5
ENSG00000134775,35,18,24,20,20,27,14,19,29,20,11,21,26,32
ENSG00000150477,393.5,293.2667,352.9333,263,358,342,295.5,246,409.3333,279.7302,208.6667,255.3333,333.7,325
ENSG00000078142,8473.5,6990,7881,4848,7272.5,6814,5778.5,5803,7530,3613,5512.5,7359.5,7133,9110.5
ENSG00000152217,45,25,56,12,32,17,46,27,46,43,36,23,21,34
ENSG00000132874,1,3,0,3,0,2,1,5,5,6.75,2,0,3,1
ENSG00000169733,938,1167,1172,790,674,1173.5,909,899,751,2635,616,820,703,1072
ENSG00000101695,177,171,182,96,194,127,76,156,213,283,79.5,175,126,153
ENSG00000168675,1163,875,1116,780,874,874,643,811,922,1118,791,939.5,759,922.2857
ENSG00000101654,3970,3523,3850,2813,3567,3694,3084,3770,3477,2692,3425.5,4596,3481,4296
ENSG00000180777,2,0,1.5,0,0,0,0,0,0,0,0,0,0,2
ENSG00000141449,460,347,427,114,196,245,268,320,495,210,220,187,285,406
ENSG00000168454,43,18.3333,24.5,17,8,31,13.5,11,13,37,13,36,20.5,15.3333
ENSG00000101558,14950.5,12684.8333,13448,8475.5,13907,14835,12890.5,9763,13325,6564,9913,13128,14995.5,19778.5
ENSG00000154856,157,117,137,92,134,237,208,95,136,156,82,132,210,213
ENSG00000134265,2278,1683,1976,1284,2324.5,2187,1711,1556,2175,829.5,1608,2248,2399.5,2761
ENSG00000236396,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.3333
ENSG00000132475,59448.8333,59558.5,65711.5,66829.8333,58801.8333,73561,57451,54336.5,52657,51425,60067.3333,87445,64505,80379
ENSG00000092929,16766,18475.5,18536.6667,14957,11509.5,17624.5,13558.3333,13587,13833,39448.1667,10166.5,13755,10621,16071.5
ENSG00000132471,40245.6667,35336,40651.1667,25395.8333,28090,38274,32550,24267,34337.5,48007.7,22648,30127,32658,42017.5
ENSG00000132481,2743,2776,2657,1613,1207,1744,1268,2001,2306,5909,957.5,1405,1104,1657
ENSG00000141569,1624,1808.3333,1661.8333,1009,602,964,655.5,1441.25,1546,3246,755,775.5,557,840
ENSG00000154059,2033.5,1951,1815,1240.5,1572,1484,1192,1948.5,2019.5,627,1661.5,2150,1700,1931
ENSG00000134489,7,8,7.3333,6,27,15,14,8,3,29,4,12,16,13
ENSG00000053747,3290,2949,3263.5,1936,3006,3511.5,2916.5,2197.5,2865,2279,1800,2697,3043,4270
ENSG00000168234,1095,1127.5,1161,753.5,1002,1001.5,667,925.6667,1212,975,961,1094.5,958.5,1185.5
ENSG00000154040,374,280,338,171,152,182,156,239,319,170.2,143,211,176,249
ENSG00000150636,201.3333,163.5,174,64,118,105,53,139,203,124,47,109,110,147
ENSG00000206052,197,169,235,108,177,157,126,116,164,77,159,124,169,157
ENSG00000170677,2343.5,2007,1938,1241.5,1744,1824,1446,1976,1888,1313,1305,1782,1604.5,2179.5
ENSG00000075336,749,602,561,320,453,442,393,449,644,278,371,479,474,599
ENSG00000178342,9,20,27,31,5,29,22,24.5,19,103,4,42,16,27
ENSG00000226742,189,108,142,69,144,105,45,90,174,92.625,81,87,82,132
ENSG00000267127,0,9,0,5,2,4,4,4,8,1,0,7,4,10
ENSG00000101546,390,298,302,145,210,257,253,246.5,251,277.2222,149,323,284,357
ENSG00000101544,3315.3333,2680.6667,3479,3061,4429,5070.6667,3770,2503,2598,2543,2771,3793,3928.6667,4862
ENSG00000197641,6,1,8,4,14,2,9,2,9,0,0,18,6,6
ENSG00000206072,1,0,0,0,0,1,2,0,3,0,0,0,0,1
ENSG00000166396,3406,2953,2700,2037,2790,2838,2360,2578,2732,1139,2186,2742,2830,3714.6667
ENSG00000169718,3964.5,4029,4088.5,3130.5,2621,4169.5,3533,2969.5,2872,7579,2068.5,3451.3333,2911.5,3791.5
ENSG00000169710,21355,22624.75,24296.5,19550.5,13665.5,22434,20077.5,16182,17497.5,57205.3333,13673.3333,16517,13972.5,20594
ENSG00000176155,3495,3400,3850.5,2689,2616.25,3259.5,2255,2855,2899.3333,7061.8333,2360,3079,2415.2,2976.5
ENSG00000141551,18594.6508,16770.6972,20124.5714,13451.8321,13738.3929,17744.7778,15268.2048,13782.1774,16393.65,32234.9087,12081.879,16060.4548,14739.7194,19713.2444
ENSG00000132205,27082,24110,26857,19372.5,21850.5,30974.5,25218.5,20254.5,23258,28504,16251,26980.5,23443.5,30760
ENSG00000101608,25562.3333,19714.5,21692.9,13841.3333,18613,19179.5,16425.5,15310.5,19879.5,7573,14397.5,18894,21682,25592
ENSG00000118680,13382.8333,11465,11870.4,8007,11502,12020.5,9765.8333,8594,9633,5725,9475.5,11560,12064.5,14050.8333
ENSG00000177426,4686.5476,3728.8571,4453.9762,2501.3333,2777.5,3547.7143,3035.8571,3358.119,3688.6905,3398,2258.3333,3390,3152.5,4402.1667
ENSG00000119547,4,1,0,1,0,0,0,1,2,14,4,0,7,3
ENSG00000049759,1280,1135,1151,781,919,1038,870,992,1125,1099.2857,838,1030,924,1052
ENSG00000172175,2430,1932.25,2084.5,1534,2212,2078,1744,1712,2053.5,1231,1592.25,2000,2135.5,2431
ENSG00000074657,2923.5,2158.5,2623,1217.1667,1791.5,1912,1658,1494,2146.3333,2195,1184,1469,1625,1893
ENSG00000166562,1200,978,1124,648,929,1076,788,815,1179.5,427,689,1131,897,1141
ENSG00000141682,840,807,1071,2291.5,4305,3763,2619,931,871,413,2806.5,6645,4067.5,3829.5
ENSG00000101542,0,0,3,0,0,0,0,0,0,0,0,0,2,7
ENSG00000167216,862,740,735,436,515,614,564,561,871,549,547,558,636,669
ENSG00000134030,1738.5,1793,2017,1466.5,1457.5,1889,1465,1375,1444,3588.5,1232,1798,1425.5,1707.5
ENSG00000101670,3177,2792,2991,2196.5,2870,3569.5,3004,2381.5,2703.5,2237,2317,2859,2888.5,3989
ENSG00000154839,62.25,58,81,45,59,42,8,64,57,50.3333,59,49,42,61.1
ENSG00000141639,0,0,0,2,0,0,0,0,0,11,0,0,0,0
ENSG00000186812,4270,3535,3671.5,2163,2823.5,3258,2590,3158,3806,4125,2897,3396,3093,4317
ENSG00000141429,5656,5041.5,5059,3534.5,5441.5,5318.5,4047,4390.5,4943,2114,4197.5,5668,5240.5,6055
ENSG00000141428,1222,838,900,399,863,927,790.5,479.5,983.5,288,459,625,957,1165
ENSG00000134759,2306.8333,2476.5,2279,1928,2413,2051.5,1712,2778.5,2046.5,1388,2198,2805,2009.5,2648
ENSG00000075643,58,62,48,39,55,32,36,32,29,23,36,29,29,26
ENSG00000176014,10217,8561,10341.5,7193.5,9487.3333,14769.5,13720,6770,7868,14252.5,6386,10414,11126.6667,16642.5
ENSG00000141391,118,108,97,81,51,86,61,123,131,184,100,89,43,88
ENSG00000128789,3548,3115,3178,1987.5,3295,3017,2665,2727.5,3090.1,1668.1667,2402.4,3170,3082,4249
ENSG00000085415,4180,3502,3613,2621,3618,3585.5,3421,3076.3333,3692,2927,2836.5,4016,3761.5,4633.5
ENSG00000101639,8138.5,6870.5,7228.5,4306,5404,4977,4505.5,5657.5,6489,3743,4571,4857.5,4824,5955
ENSG00000101782,10757,8391.5,9296,5241,8148,8311,6988,7969,8961.5,4620,6493.5,8303.5,8742,10350.5
ENSG00000141452,3473.5,2660.5,3070,2019,3008.5,2806.5,2538.3333,1852.5,2801.5,1434,1769,2046,2891,3520.5
ENSG00000197705,0,1,0,0,0,0,0,2,0,0,0,4,0,0
ENSG00000166960,0,2,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000154845,3468.5,2929.5,3145.3333,2057,3129,3370,2806,2541.8333,2648.5,1793.6,2226,2870,2995.5,4202
ENSG00000154864,1,1,0,0,2,3,0,4,4,19,0,0,1,5
ENSG00000154889,962.5,1055.5,945,781.5,744,872.6667,641.5,1119,902.5,1179,846,1093.5,738.5,951
ENSG00000141385,6072,5680.5,5828,4629,4803.5,5694.3333,4705.5,5340,4657,6010.5,4683,6600,4719.5,6051.5
ENSG00000134278,2807.5,2151.5,2901.5,1520,2774,2853,2222,1687.5,2356.5,1869.5,1736.5,2293.5,2717,2904
ENSG00000153391,674,630,655,609,555,786.5,535,595,590,572,611,947,760,980
ENSG00000141425,3278,2588,3066,1674,2416,2062,1816,2416,3058,1169,1918,2138,2433,2851
ENSG00000141424,6336,4737.5,5422.5,2760,5041,5014,4294,3606,5107,2210,3472.5,4306,4857,5591.5
ENSG00000134779,3177.5,2562,2908.5,1592,2569.5,2570.5,2305,2029,2423.5,1741.5,1574,2039.5,2307.5,2661
ENSG00000101489,4,2,7,1,3,8,0,0,1,6,0,0,0,1
ENSG00000167210,0,1,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000101638,0,10,4,2,4,6,0.5,4,4,10,0,3,7,1
ENSG00000078043,3981.5,3245,3610.5,1764,2480,2053,1775,2528,3824.5,1388,2234,2144,2463.5,2861.5
ENSG00000206181,6,9,11,9,4,7,4,7,5,24,1.5,25,2,10
ENSG00000167220,4588.5,3956.5,4085,2779,3799,3838.5,3010.5,3668,4211,2294.5,3121,4242.5,4041,4718
ENSG00000197632,6149,4767,5518,3448,6545,6332,4748,3785,4934,2803,3372,5561.5,5130,6377
ENSG00000101751,3622,3249,2979,1595,1905,1906.5,1815,3032,3432.5,1169,1807,2210.5,2256.5,2674.5
ENSG00000166845,493,449,418,215,215,283,189,433,486,258,332,323,295,388
ENSG00000041353,1,5,0,0,8,11,2,1,6,3.125,0,2,2,1
ENSG00000091157,6756,5722.5,6257,4153.5,6163.5,5985.6667,5101.5,4585,6099.5,2956,4026,5270.5,5637,6545
ENSG00000079134,2055,1485,1922,728,1240,1079,955,1207,1611,757,940,985,1223,1545
ENSG00000158270,960,822,875,510,546,591.8333,578,626,901.5,671.5,531.5,532,554,800.5
ENSG00000132199,1957.6667,1878.1667,1974,1173,1566.1667,1427,1118.8333,1606.1667,1607.6667,2747.7333,1165,1716.5,1239.3333,1577.1667
ENSG00000176105,47,35,21,24,15,26,38,18.5,17,33.3333,29,26,27,33
ENSG00000289724,785,586,639,644,801,744,607,726,574,454,806,1397,576,790
ENSG00000242550,640,426,504,227,459,414.5,343,331,541,150,288,342.5,496,551
ENSG00000221887,966,617,830.5,742,1446,1240,1149,545,755,423,734,1342,1356,1530
ENSG00000166401,6617.5,5332.1667,6034.5,4978,7749.6667,7745.6667,6930,4132.6667,5259.8333,3439,5074.5,6629.1667,7094.8333,9489
ENSG00000082212,12428.5,9681.1667,11160.1667,4986.5,9144,8277.5,7768.5,7205.5,12293.125,4199,6132,7683.5,9730.1111,12214.8333
ENSG00000141642,938,901,847,644,676,754,551,773,778,506.1111,693.5,856,680,770
ENSG00000267699,740.3333,591.5,684.5,474.6667,683.8333,539,527.3333,604,521.3333,463,467,749.3333,561.3333,727.3333
ENSG00000141646,8196.3333,7102.1667,7462,5468,7048.6667,6954.3333,6254.6667,7164,7154.3333,4199,5886,7993,6792.3333,8434.1667
ENSG00000187323,13,11,10,2,9,0,7,3,10,0,0,3,6,0
ENSG00000101574,1054,963,1088,650,912.5,807,610.5,862,1079,372,869,905,858,1024
ENSG00000101577,5643,5258,5526.5,4082.5,5376.5,5965,4751,4485,5009,4557,4028.5,5081,5058,6304
ENSG00000101605,186,168,147,108,163,120,116,110,142,129,126,140,125,166
ENSG00000170579,4,16,11,11,6,15,2,11,11,8,0,7,11,5
ENSG00000134444,6150,5582,6148,3496,4123.5,4630.5,4000,4931,5865,3497,3651.5,4332,4185,5523
ENSG00000141655,736,821.5,902,518,576,620.5,616,595,677,1026,474,589,483,636
ENSG00000141664,7477,6079,6446.5,3682.5,3344,3979.5,3346,4896,6105.6,6176,3458,3538.5,3617,4498.6667
ENSG00000081913,754,598.6667,729,717,708,1219,815,551,536,1385,572,911,846,1023
ENSG00000198795,18,8,14,10,7,16,12,11,14,0,8,5,12,12
ENSG00000141380,10729.5,8578,9402.5,5767,8419,9405,7670,6330.5,9961,3370,6298,8737,9302.5,11094.3333
ENSG00000134504,587,571,648,311,237,387,241,400,583,970,263,191,257,315
ENSG00000154080,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
ENSG00000170558,13,15,13,5,9,23,4,7,15,9,16.25,26,16,30
ENSG00000134762,4,3,4,3,0,0,0,1,1,1,0,2,1,2
ENSG00000134755,15510,12703,15128,8647,13501,13763,10359,10952,13603.5,6718.125,9663,12896.3333,13746,14953
ENSG00000134765,6,7,2,0,0,7,0,1,4,0,0,0,2,0
ENSG00000118276,409.5,358,348,235,344,325,263,363,401,191,285,360,336,353.5
ENSG00000212710,1.5,1.5,3,4,5.5,2.5,1,2,5,0,1,3.5,1,1.5
ENSG00000134490,185.5,136,182,114,168,103,108,181.5,141,187,133.5,137,116.5,156
ENSG00000141458,10146.5,8631,9228,7121.5,9121.8333,9228.5,7545.5,7790.5,8160,6257.1905,6850.5,8543.5,7905,9376.0714
ENSG00000154065,10,4,4,2,20,8,13,7,10,0,6,6.5,1,2
ENSG00000141447,2579,2257,2179,1371,1560.5,1594.5,1345.5,1731.5,2116.5,1538.3333,1446,1546.3333,1467,1769
ENSG00000141527,295,252.5,197,112,187,229,154,284,228,409,180,299,217,298
ENSG00000181045,1259.5,1304,1397.5,1010,957,1521.5,1338,1085,1150,2493,668,1185,1062.5,1364.5
ENSG00000173821,378527.8333,329255.8333,378458.75,250044,256706.8333,285867.8333,253745,264627.6667,297934.8333,418967.0952,210915,234603,224390.5667,290973.6667
ENSG00000173818,202,208,203.5,159,153,169.5,159,188,209,324,161,265,200,142
ENSG00000141564,6966,7000.5,7802.5,6594,5985.5,8128.5,6686,5773,6052,11205.5,5510,6995.25,5903.5,7407.5
ENSG00000141437,12.5,7,4.3333,15,5,12,2,11.5,7.5,14.5,23,24,10.25,4
ENSG00000153339,7452.5,6529.5,6979,4172,5721,5440.5,5038.5,5339.5,6764.5,2905,4966.5,5713.5,5623.3333,7139.5
ENSG00000141441,86,45,74,42,43,30,28,34,66,41,30,20,28,53
ENSG00000011304,16365,15517.3333,15983,12941.5,12351,16469.6667,13627.5,11602,13498.3333,19799,10833,14342,13252,18605.119
ENSG00000172232,44,31,56,20,20,36,43,26,49,63,15,4,18,19
ENSG00000206026,0,0,0,0,0,7,0,0,0,0,0,0,0,0
ENSG00000101493,4382.8333,4379,4964.5,3638.5,2730.5,3280.5,2637.6667,3928,3607,8116,3179.5,3659.5,2526,3296
ENSG00000197971,1111,1020,1196,714,712,795,562,828,990,1114,719,780,665,778
ENSG00000122490,2020,2268.3333,2287,2298.5,1699.5,2662,2172,2061,1545.3333,4964,1831.5,2898,1749,2664
ENSG00000141759,2010,2056.5,1910.5,1269,1534,1934,1330,1614,1615.5,1135,1244.5,1720,1663,2090.5
ENSG00000197540,23,16,14,19,22,10,27,21,13,18,14,24,25,4
ENSG00000172270,17775.5,16320.8333,18188,13770.3333,12964,18665.5,14968.5,12403,15338.5,24843.5,11946.6667,15994,14271.5,18996.5
ENSG00000099822,18,7,8,16,5,7,9,16,11,34,19,10,18,24
ENSG00000070388,10,10,1,6,14,13,10,2,11,23,3,16,15,5
ENSG00000070404,2692.1,2416.1,2235.75,2916.1667,2051,3548.15,3595.4167,2175.1667,1808.5,4347,2257.1667,3092.0333,2228.8333,3735.5
ENSG00000115268,23939.5,18734,23885.1667,11335.6667,15817.3333,23412.5,16995.5,10720.1667,16568.5,16852.5,11668,13692.3333,18474.5,26811.6667
ENSG00000115266,404,478,536,551,257.5,447,310,540,396.5,2370,430,546,306,447
ENSG00000115255,23,49,26,6,24,23,15,15,32,44,10,22,37,39
ENSG00000185988,0,4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000179855,161,136.5,191,126,82,196.5,107,74,138,138,49,82,105,140
ENSG00000105289,20,3,8,1,4,8,0,6,10,52,5,9,14,6
ENSG00000183617,1165,1170,1243,1015,1019,1388,838,968.5,969,1675,945,1378,1070,1482
ENSG00000228300,574,363,499,264,435,409,421,261,473,1856,235,291,371,665
ENSG00000099617,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA
ENSG00000160953,1234,1296.5,1331,827.1429,719,834,830,1132,1142,2876.5,698,903,616,1040
ENSG00000115286,2714.3333,2587.8333,2821.8333,2135.5,1502,2892,1993,2040,2276,5373.75,1655,2398,2265,3091
ENSG00000071626,10126,9530,9551.5,7442.5,7318,10174,8469,8813.5,9557.5,17179.5,7221.5,10854,8675.1667,12562.5
ENSG00000077009,8,3,2,2,0,5,0,1,4,30,0,2,5,15
ENSG00000105229,2601,2660.5,2862,1594,1639,2326,2250,1848,2525,5175,1458,2113.5,1998,3203
ENSG00000060566,0,0,0,2,0,0,0,2,0,0,0,4,0,3
ENSG00000089847,242.5,226,192,135,176,293,190,194,216,701,153,273,261,232
ENSG00000174898,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
ENSG00000171119,19,20,24,5,9,10,16,19,23,22,0,11,6,14
ENSG00000267314,21,27,18,8,8,14,10,13,12,70,0,36,12,37
ENSG00000187650,797,683.5,709,449,510,629.5,359.5,598.5,606.5,1703,513,681.5,526,745
ENSG00000105519,550.3333,568,552,394,257,450,322,514,419,1663.3333,341,459,285,476
ENSG00000178297,159,81,124,31,59,56,54,53,134,341,12,71,73,107
ENSG00000186814,2678,2388,2477.5,1300,1814.5,1920,1584,1802,2403,1512,1427,1843.5,1766,2322
ENSG00000172466,19961.5,17939.5,20077,15454.5,18454,18224,15241,16146.5,18773,8356,17615,21674,18888.5,22832
ENSG00000186496,203,210,211,106,180,210,130,161,195,162,157,215,128,182
ENSG00000267140,59,42,54,25,48,47,26,27,68,138,31,95,72,96
ENSG00000167315,1766.5,1656,1568,1468,1379.5,1616,1145,1515.5,1364,1188,1276,1844,1365,1691.5
ENSG00000266997,59,42,43,32,46,74,32,50,31,44,56,70,43,56
ENSG00000167306,153,93.5,80,19,62,60,73,78,119,54,61,71,68,118
ENSG00000172361,1,7,3,5,4,2,4,1,5,0,1,1,0,5
ENSG00000141644,8535,7112.5,8430.5,5174.5,5884,7719,7445,5033,6817,10830,4491,5552,6599.5,8686
ENSG00000157637,6809.5,7694,8154,7394.5,5308,8908.2222,6747.5,7291,5930,22984.5,5704.5,8798,5638.5,8041.5
ENSG00000184009,125808.1667,99763.5,112253.1667,71577.8333,85015.9,116271,95937.75,69084.7,100572.8333,94222.1667,59562.8889,71693.6667,86852.3333,116959.2
ENSG00000185504,1609,1632,1744.5,1374.5,1220.5,1656.5,1354,1252,1248.5,4236.5,1001,1346.5,1129,1449
ENSG00000182446,27326.5,23535.5,26569.1667,19243.8333,24426.5,28888,25158,19426.7429,21529.1429,33470.3333,17493.5,25276.5,24226.3333,32843
ENSG00000185527,20,39,50,14,29,61,27,19,26,49,15,20,9,29
ENSG00000067900,12739,12625.3,13207.5,9223,11872.1667,14066,10934.8333,10776,12765.5,8938.5,9947.5,13928,12745.5,17085.5
ENSG00000293575,430,589,579,732,348,629,500,572,422,1262,476,795,384,527
ENSG00000141446,4466,3471,4158,1563,2958,2957,2430,2325.5,3800.4286,1231.8333,1804,2053,2891.6111,3918
ENSG00000158201,1876,2188.3333,1968,1646,1598.5,1766,1377,2270,2035,1054,1827,2543.5,1836.5,2288.5
ENSG00000178127,5554,4790.5,4910.5,3344.5,4055,4483.5,3676.8333,4103.5,4744.5,1672.5,3853,5150,4445.5,5941.5
